lgmID,Core,Longitude,Latitude,T_degC,T_anomaly_degC,turnover,n,uncertainty2sd
LGM_0433,V 25 42,-50.65,12.55,21.46,-4.97,0.49,1,1.67
LGM_0434,V 25 44,-45.151,11.501,25.71,-0.14,0.25,1,1.65
LGM_0435,V25-60,-34.833,3.283,25.4,-1.55,0.3,2,1.21
LGM_0436,V 26 41,-26.102,19.319,20.26,-2.32,0.4,2,1.14
LGM_0437,V 26 46,-18.169,9.552,20.11,0.76,0.18,2,1.2
LGM_0439,V 26107,-46.867,4.683,25.93,-1.02,0.33,1,1.66
LGM_0440,V 27 17,-37.3,50.085,-0.28,-11.18,0.91,1,1.61
LGM_0441,V 27 19,-38.8,52.085,3.38,-5.07,0.8,1,1.63
LGM_0442,V 27 20,-46.2,54,4.91,-1.04,0.53,1,1.67
LGM_0443,V 27110,-18.485,56.885,3.86,-6.42,0.82,1,1.62
LGM_0444,V 27116,-30.334,52.834,2.5,-7.06,0.9,1,1.6
LGM_0445,V 27137,-17.067,42.685,4.91,-9.58,0.76,1,1.69
LGM_0446,V 27175,-22.103,8.801,21.83,1.21,0.37,1,1.65
LGM_0447,V 27178,-26.65,5.1,21.85,-4.19,0.33,2,1.16
LGM_0448,V 27248,-11.803,3.05,23.46,0.01,0.36,1,1.63
LGM_0449,V 27263,-40.917,35.001,15.95,-3.47,0.43,1,1.59
LGM_0450,V 28 89,-32.583,44.533,4.28,-10.75,0.76,1,1.58
LGM_0451,V 28119,-76.6,17.033,27.74,-0,0,1,1.66
LGM_0452,V 28122,-78.683,11.933,26.18,-0.14,0.4,1,1.68
LGM_0453,V 28129,-80.4,11.117,25.92,0,0,1,1.68
LGM_0454,V 29172,-29.383,33.7,17.4,-2.02,0.46,1,1.61
LGM_0455,V 29173,-29.383,33.7,16.4,-3.02,0.45,1,1.61
LGM_0456,V 29174,-29.352,36.286,15.48,-2.67,0.22,1,1.63
LGM_0457,V 29177,-25.701,41.534,11.37,-4.32,0.34,1,1.65
LGM_0458,V 29178,-25.15,42.836,8.16,-7.03,0.41,1,1.62
LGM_0459,V 29180,-23.868,45.301,6.45,-7.78,0.62,1,1.67
LGM_0460,V 30 96,-33.133,39.933,13.07,-3.92,0.39,1,1.68
LGM_0461,V 30 97,-37.933,41,11.6,-5.53,0.48,1,1.59
LGM_0462,V 30 99,-32.45,43.15,10.53,-5.15,0.33,1,1.63
LGM_0463,V 30100,-32.5,44.1,6.9,-8.35,0.47,1,1.6
LGM_0464,RC  8145,-62.383,33.569,17.3,-4.05,0.44,1,1.66
LGM_0465,RC  9 49,-58.585,11.184,26.02,-0.8,0.27,2,1.14
LGM_0466,RC  9225,-15.385,54.968,1.21,-9.83,0.94,1,1.57
LGM_0467,RC 10 50,-81.086,11.767,26.21,-0,0,1,1.6
LGM_0468,RC 13151,-74.784,15.851,27.4,0,0,1,1.5
LGM_0469,RC 13152,-75.435,16.701,26.76,-0.84,0.31,1,1.58
LGM_0470,RC 13158,-79.818,13.169,26.85,0.1,0.26,1,1.59
LGM_0471,RC 13159,-77.167,14.685,26.4,-0.8,0.12,1,1.65
LGM_0472,RE  5 34,-21.967,42.383,11.98,-3.13,0.4,1,1.59
LGM_0473,RE  5 36,-18.583,46.917,0.43,-12.88,0.98,1,1.58
LGM_0474,RE  5 54,-19.051,25.868,14.3,-6.4,0.53,1,1.59
LGM_0475,RE  5 57,-19.1,19.652,14.66,-4.07,0.45,1,1.62
LGM_0476,RE 10  2,-12.467,56.984,2.04,-8.41,0.9,1,1.64
LGM_0477,SP  8  4,-18.518,32.818,17.45,-1.72,0.44,1,1.58
LGM_0501,V 26 53,-14.8,0.3,21.1,-2.67,0.75,1,1.62
LGM_0514,RC 13197,-0.718,4.517,20,-0.62,0.37,1,1.61
LGM_0558,EN6610,-21.9,6.65,23.72,0.65,0.25,1,1.63
LGM_0559,M12392,-16.85,25.167,14.33,-5.28,0.52,1,1.61
LGM_0560,RC 13184,-43.3,3.867,26.35,-0.71,0.26,1,1.58
LGM_0561,RC 13189,-30,1.867,22.53,-4.03,0.5,1,1.65
LGM_0562,RC2401,-13.35,0.567,19.86,-3.61,0.65,1,1.61
LGM_0565,V22222,-43.65,28.933,22.37,0.14,0.14,1,1.58
LGM_0566,V23110,-45.867,17.633,25.88,0.2,0.09,1,1.68
LGM_0567,V2575,-53.167,8.583,26.36,-0.22,0.16,1,1.59
LGM_0569,V3036,-27.317,5.35,23.97,-2.08,0.19,2,1.16
LGM_0570,V3051,-19.917,19.867,16.64,-2.99,0.35,1,1.63
LGM_0571,V3208,-32.417,34.783,17.2,-1.84,0.35,1,1.61
LGM_0572,V30-41,-23.067,0.217,19.24,-6.11,0.68,1,1.58
LGM_0584,ODP 658C,-18.5808,20.7492,12.12,-6.38,0.46,6,0.65
LGM_0589,MD95-2041,-9.510833,37.833333,12.82,-3.68,0.53,20,0.36
LGM_0592,MD03-2705,-21.15,18.083333,16.5,-3.72,0.45,28,0.31
LGM_0596,MD99-2331,-9.68333,42.15,11.94,-2.35,0.27,22,0.35
LGM_0597,MD04-2805,-7.0165,34.5165,14.28,-3.03,0.37,12,0.45
LGM_0598,MD95-2042,-10.1665,37.799833,13.03,-3.42,0.28,22,0.35
LGM_0600,MD99-2285,-3.5723,62.6938,1.04,-6.25,0.94,6,0.69
LGM_0604,MD99-2339,-7.52783,35.8855,15.26,-1.66,0.48,31,0.29
LGM_0605,MD04-2845,-5.2195,45.34767,8.44,-4.6,0.67,22,0.36
LGM_0606,165-999A,-78.7393,12.744,26.64,0.04,0.32,2,1.2
LGM_0608,MD99-2281,-9.455667,60.341833,4.46,-4.85,0.55,24,0.34
LGM_0628,SU90-I02,-39.438333,45.09,3.76,-11.57,0.77,2,1.17
LGM_0629,SU90-I03,-39.781667,51.878333,1.03,-7.67,0.89,5,0.76
LGM_0637,GeoB16224-1,-52.083167,6.656333,25.73,-0.83,0.4,2,1.2
LGM_0638,GeoB18530-1,-49.23483333,42.8395,5.56,-2.6,0.71,2,1.14
LGM_0641,GeoB7010-2,-53.205,8.57,26.03,-0.55,0.37,2,1.15
LGM_0211,DSDP site 588,161.2266667,-26.11,20.15,-2.09,0.33,1,2.09
LGM_0212,DSDP site 591,164.4486667,-31.58433333,14.29,-5.62,0.48,1,2.19
LGM_0213,DSDP site 592,165.4421667,-36.47333333,12.64,-4.36,0.37,1,2.15
LGM_0214,DSDP site 593,167.6745,-40.5078,10.08,-4.89,0.49,1,2.11
LGM_0215,DSDP site 594,174.948,-45.5235,2.83,-7.32,0.88,1,2.05
LGM_0216,E26-001,168.34,-40.28333333,10.66,-4.48,0.48,1,2.12
LGM_0217,E27-030,147.2283,-45.0667,8.55,-3.75,0.55,1,2.08
LGM_0218,E36-023,150.0505556,-43.9167,10.09,-3.08,0.38,1,2.12
LGM_0234,FR1/94-GC03,149.9963889,-44.2606,10.08,-2.89,0.26,1,2.06
LGM_0244,K12,127.7361111,2.688888889,23.53,-3.94,0.36,1,2.13
LGM_0254,ODP site 828,166.2839,-15.2889,26.17,-0.97,0.26,1,2.14
LGM_0257,P69,177.9966667,-40.39666667,11.72,-4.11,0.45,1,2.11
LGM_0258,Q200,172.025,-45.995,3.1,-6.65,0.86,1,2.02
LGM_0259,Q585,-177.99,-49.70333333,2.68,-6.47,0.85,1,2.14
LGM_0260,R657 (S),-178.4916667,-42.53333333,11.11,-2.69,0.25,1,2.07
LGM_0261,R657 (W),-178.4916667,-42.53333333,11.11,-2.69,0.23,1,2.07
LGM_0263,RC08-078,-175.7666667,-44.78333333,10.52,-1.66,0.37,1,2.13
LGM_0269,RC10-131,157.97,-14.53,28.05,1.05,0.14,1,2.18
LGM_0276,RC12-109,157.8666667,-25.88333333,20.46,-2.25,0.36,1,2.11
LGM_0277,RC12-113 (A),163.52,-24.88,21.89,-0.73,0.31,1,2.09
LGM_0278,RC12-113 (M),163.52,-24.88,22.78,0.16,0.31,1,2.09
LGM_0285,RC13-038,177.1,-14.51666667,27.95,0.24,0.17,1,2.14
LGM_0300,RS147-GC31,149.05,-44.53,9.36,-3.45,0.26,1,2.04
LGM_0301,S794,177.9966667,-35.31,12.8,-4.74,0.53,1,2.13
LGM_0308,SO36-39,145.99,-45.87,8.26,-3.15,0.25,1,2.15
LGM_0309,SO36-47,145.98,-46.87,8.06,-2.6,0.22,1,2.05
LGM_0310,U938,179.4983333,-45.075,4.84,-6.23,0.69,1,2.09
LGM_0326,V24-157,147.92,-14.95,26.46,0.15,0.13,1,2.15
LGM_0327,V24-161,151.45,-18.2,26.24,0.52,0.17,1,2.15
LGM_0328,V24-170,146.88,-13.52,26.82,0.53,0.15,1,2.19
LGM_0329,V24-184,146.2,-12.87,25.64,-0.55,0.2,1,2.16
LGM_0330,V28-238,160.4833333,1.016666667,27.47,-1.63,0.34,1,2.11
LGM_0331,V28-239,159.1833333,3.25,27.33,-1.62,0.31,1,2.17
LGM_0349,Z2108,161.6125,-33.3765,16.27,-3.22,0.59,1,2.09
LGM_0350,Z2112,166.53,-33.53,13.82,-4.68,0.56,1,2.22
LGM_0351,17938-2,117.53,19.78,22.46,-2.17,0.48,24,0.43
LGM_0352,31-KL,115.87,18.75,21.62,-2.96,0.73,14,0.58
LGM_0353,6706-2,-124.94,42.16,7.17,-3.25,0.42,1,2.2
LGM_0354,CHAT 1K,-171.5,-41.58333333,13.33,-0.52,0.23,2,1.45
LGM_0355,DGKS9603,127.271,28.148,24.9,2.16,0.43,22,0.46
LGM_0356,GIK17940-2,117.3833333,20.11666667,21.8,-2.74,0.36,7,0.82
LGM_0357,GIK17954,111.525,14.79666667,25.97,1.61,0.36,3,1.22
LGM_0358,KH90-3-P2,160.007,-1.170166667,28.72,-0.43,0.6,2,1.49
LGM_0359,KH92-1-3a,139.6401667,8.015666667,26,-2.5,0.34,1,2.22
LGM_0360,KH92-1-5a,141.8616667,3.531833333,29.03,0.38,0.59,1,2.09
LGM_0361,MD012394,110.25,13.78,24.77,0.94,0.48,16,0.54
LGM_0362,MD012416,167.7255,51.268,3.77,0.11,0.02,9,0.68
LGM_0363,MD972142,119.47,12.69,25.67,-1.77,0.46,6,0.86
LGM_0364,MD972148,117.54,19.8,23.06,-1.57,0.43,36,0.36
LGM_0365,MD972151,109.87,8.73,25.72,-0.53,0.28,14,0.58
LGM_0366,ODP Site 883D,167.768,51.199,3.25,-0.42,0.08,10,0.65
LGM_0367,ODP506B,-86.092,0.61,18.11,0.1,0.19,6,0.88
LGM_0368,ODP677B,-83.737,1.202,17.68,-0.43,0.23,6,0.85
LGM_0369,ODP846B,-90.49,-3.05,18.49,0.07,0.36,10,0.67
LGM_0370,PC17,-158.19,21.36,25.83,1.02,0.29,3,1.21
LGM_0371,TR163-11,-85.822,6.45,20.14,-0.36,0.3,1,2.08
LGM_0372,TR163-33,-82.568,-1.913,18.01,0.77,0.37,8,0.76
LGM_0373,W8709A-01BC,-131.96,41.54,9.15,-3.5,0.45,1,2.13
LGM_0374,W8709A-08PC,-127.68,42.26,7.67,-3.72,0.26,1,2.1
LGM_0375,W8709A-13PC,-125.75,42.12,7.41,-3.23,0.33,1,2.14
LGM_0376,W8809A-21GC,-126.91,42.14,7.72,-3.39,0.28,1,2.15
LGM_0377,W8809A-29GC,-129,41.8,8.49,-3.52,0.27,1,2.13
LGM_0378,W8809A-31GC,-130.01,41.68,8.59,-3.72,0.34,1,2.16
LGM_0379,W8809A-53GC,-126.26,42.75,8.14,-2.43,0.42,1,2.16
LGM_0380,W8909A-48GC,-132.67,41.33,9.29,-3.54,0.39,1,2.09
LGM_0381,W8909A-57GC,-130.62,41.58,8.61,-3.87,0.26,1,2.15
LGM_0521,RC8-94,-102.083,-27.283,21.93,0.95,0.22,1,2.07
LGM_0522,RC9-124,172.6,-28.75,18.31,-2.08,0.36,1,2.21
LGM_0523,RC9-126,168.733,-33.233,14.38,-3.98,0.27,1,2.18
LGM_0524,RC10-97,-134.317,0.917,25.08,-0.01,0.4,1,2.1
LGM_0525,RC10-11,-162.917,-11.183,28.48,-0.33,0.13,1,2.16
LGM_0526,RC10-16,158,33.083,17.06,-2.32,0.22,1,2.17
LGM_0527,RC11-210,-140.05,1.817,26.25,0.02,0.29,1,2.07
LGM_0528,RC11-213,-140.85,-6.133,25.25,-2.18,0.64,1,2.08
LGM_0529,RC11-22,-139.967,-14.817,28.36,1,0.13,1,2.18
LGM_0530,RC11-23,-110.8,-8.8,23.1,-2.23,0.24,1,2.12
LGM_0531,RC12-10,169.2,-26,21.68,-0.37,0.41,1,2.2
LGM_0532,RC12-36,124.133,15.1,26.82,-1.03,0.58,1,2.07
LGM_0533,RC13-17,-170.067,19.083,26.59,0.57,0.53,1,2.12
LGM_0534,RC13-81,-124.233,-19.017,27.1,1.42,0.39,1,2.17
LGM_0535,RC13-11,-103.633,-1.65,15.45,-4.14,0.32,1,2.08
LGM_0536,V18-312,-126.2,-2.85,23.88,-0.9,0.17,1,2.06
LGM_0537,V18-318,-118.467,3.167,22.73,-1.54,0.07,1,2.13
LGM_0538,V19-29,-83.933,-3.583,12.95,-4.76,0.51,2,1.49
LGM_0539,V 19-53,-113.517,-17.017,26.88,2.26,0.82,1,2.13
LGM_0540,V 19-55,-114.183,-17,25.33,0.61,0.14,1,2.09
LGM_0541,V 19-64,-121.2,-16.933,26.35,0.64,0.16,1,2.18
LGM_0542,V 19-65,-124.383,-16.65,26.07,-0.04,0.34,1,2.07
LGM_0543,V 19-96,172,0.867,26.85,-1.69,0.52,1,2.06
LGM_0544,V 20-11,168.783,47.95,2.16,-1.75,0.29,1,2.13
LGM_0545,V 21-30,-89.683,-1.217,11.94,-5.68,0.5,1,2.13
LGM_0546,V 21-33,-92.083,-3.8,17.58,-1.68,0.43,1,2.15
LGM_0547,V 21-14,163.033,37.683,15.51,0.51,0.45,1,2.1
LGM_0548,V28-201,-173.933,2.767,28.82,0.73,0.41,1,2.1
LGM_0549,V28-203,-179.417,0.95,29.02,0.61,0.23,1,2.1
LGM_0550,V 28-23,166.75,-5.5,28.24,-1.01,0.13,1,2.23
LGM_0551,V 28-24,138.533,11.067,27.03,-1.42,0.47,1,2.04
LGM_0552,V  28294,139.967,28.433,22.11,0.15,0.36,1,2.12
LGM_0553,V  28304,134.133,28.533,22.8,0.28,0.26,1,2.12
LGM_0554,V28-310,125.633,25.417,25.81,1.54,0.44,1,2.2
LGM_0555,V 32126,177.9,35.317,13.13,-3.39,0.25,1,2.16
LGM_0556,V32-128,177.167,36.467,12.1,-3.57,0.27,1,2.15
LGM_0557,V  32139,151.1,31.567,18.35,-2.01,0.23,1,2.17
LGM_0573,RC10-62,-101.717,3.333,22.08,-1.13,0.12,1,2.16
LGM_0574,RC13110,-95.65,0.1,18.4,-0.18,0.28,1,2.08
LGM_0575,RC13115,-104.833,-1.633,20.48,0.63,0.31,1,2.1
LGM_0576,VNTRO1-8,-110.483,0.033,18.56,-2.47,0.27,1,2.09
LGM_0577,Y69-106p,-86.55,2.983,19.32,-0.46,0.33,1,2.14
LGM_0578,Y69-71P,-86.483,0.1,17.71,-0.14,0.36,1,2.12
LGM_0579,Y71-3-2,-85.15,7.167,19.49,-1.07,0.21,1,2.07
LGM_0580,y71-9-101,-106.933,-6.383,20.53,-3.62,0.16,1,2.2
LGM_0581,Y71-6-12,-77.563,-16.443,13.91,-3.29,0.6,4,1.03
LGM_0582,RR9702A-63TC,-79.04,-18.085,15.49,-2.92,0.48,1,2.17
LGM_0583,RR9702A-69TC,-76.378,-16.007,11.9,-4.43,0.74,2,1.49
LGM_0585,MD97-2138,146.236,1.42,25.94,-3.01,0.69,8,0.74
LGM_0590,MD06-2986,167.9,-43.4985,10.12,-3.79,0.34,2,1.5
LGM_0593,MD02-2523,-94.2388,15.429,20.27,1.69,0.36,5,0.99
LGM_0594,MD02-2520,-95.3,15.669,20.45,1.23,0.48,6,0.86
LGM_0595,ME0005A-3JC,-95.2805,15.65666667,19.85,0.64,0.42,9,0.72
LGM_0599,NS07-25,113.5489333,6.66575,25.77,-1.14,0.38,7,0.79
LGM_0601,202-1240,-86.46263,0.02185,18.47,0.64,0.4,7,0.81
LGM_0603,181-1123,-171.499,-41.786,10.83,-2.93,0.4,2,1.46
LGM_0607,MD01-2390,113.409,6.6353,26.78,-0.1,0.37,5,0.93
LGM_0609,MD01-2409,141.868,41.5608,5,-3.96,0.76,11,0.64
LGM_0610,MD98-2195,128.94,31.64,17.78,-2.99,0.4,30,0.38
LGM_0611,MD02-2529,-84.122,8.2055,19.57,-1.45,0.22,5,0.94
LGM_0612,MD97-2121,177.99,-40.38,11.94,-3.9,0.47,3,1.27
LGM_0613,MD07-3100,-74.956667,-41.602167,8.03,-3.87,0.79,6,0.86
LGM_0614,MD07-3088,-75.687167,-46.071667,8.56,-1.97,0.63,12,0.6
LGM_0615,MD07-3082,-76.567167,-49.167833,8.32,-0.95,0.54,31,0.39
LGM_0617,RS147-GC07,146.2833333,-45.15,8.82,-3.23,0.26,6,0.88
LGM_0618,MD98-2196,128.61,29.88,22.56,0.59,0.59,5,0.98
LGM_0619,MD01-2398,124.413,23.9918,24.38,-0.69,0.28,5,0.96
LGM_0621,TAN1106-28,165.659,-48.372,7.27,-3.67,0.36,2,1.45
LGM_0622,TAN1106-34,165.166,-49.302,8.23,-1.74,0.16,4,1.07
LGM_0623,TAN1106-43,164.878,-50.449,7.45,-1.34,0.24,3,1.27
LGM_0624,TAN1106-89,169.36,-47.971,8.16,-1.72,0.28,1,2.07
LGM_0625,TAN0803-09,166.061,-46.997,8.76,-3.02,0.24,4,1.05
LGM_0626,MD02-2489,-148.9213,54.3907,5.15,-0.11,0.23,4,1.06
LGM_0627,GeoB 3302-1,-72.09,-33.218333,5.24,-7.55,0.68,25,0.45
LGM_0642,LV29-114-3,152.877933,49.375667,3.73,2.13,0.02,2,1.47
LGM_0646,SO201-2-77KL,170.7,56.3305,5.09,2.18,0.1,2,1.47
LGM_0647,SO201-2-85KL,170.413167,57.505,5.02,2.61,0.1,1,2.14
LGM_0104,GeoB1008-3,10.3186,-6.5823,17.62,-0.29,0.65,10,0.59
LGM_0105,GeoB1016-3,11.6819,-11.7705,17.78,0.93,0.47,3,1.07
LGM_0106,GeoB1028-5,9.1858,-20.104,13.45,-4.05,0.47,4,0.91
LGM_0107,GeoB1031-4,7.1017,-21.88,16.38,-2.46,0.32,2,1.22
LGM_0109,GeoB1105-4,-12.4283,-1.665,17.8,-4.14,0.61,4,0.91
LGM_0110,GeoB1112-4,-10.75,-5.7783,18.88,-4.79,0.53,3,1.04
LGM_0111,GeoB1115-4,-12.58,-3.5583,18.58,-3.78,0.58,2,1.28
LGM_0112,GeoB1117-2,-14.8967,-3.815,19.36,-4.14,0.57,3,1.08
LGM_0113,GeoB1214-1,7.24,-24.69,16.25,-2.5,0.4,2,1.28
LGM_0114,GeoB1220-1,5.3067,-24.0333,15.58,-3.68,0.39,2,1.31
LGM_0115,GeoB1306-1,-26.765,-35.2067,16.11,-1.2,0.2,1,1.8
LGM_0116,GeoB1309-2,-28.6667,-31.6667,19.03,-0.42,0.3,1,1.84
LGM_0117,GeoB1312-2,-29.6567,-31.6617,19.85,0.4,0.27,1,1.84
LGM_0119,GeoB1706-2,11.175,-19.5617,4.81,-11.09,0.83,4,0.9
LGM_0120,GeoB1711-4,12.3767,-23.315,4.8,-10.37,0.71,17,0.46
LGM_0121,GeoB1722-1,11.75,-29.45,16.31,-1.32,0.4,2,1.29
LGM_0122,GeoB2004-2,14.3433,-30.87,16.45,0.07,0.45,3,1.05
LGM_0123,GeoB2016-1,-1.33,-31.9,15.36,-2.91,0.5,1,1.88
LGM_0124,GeoB2019-1,-8.7783,-36.06,13.73,-1.78,0.35,1,1.85
LGM_0125,GeoB2021-5,-14.4033,-36.8333,12.25,-3.28,0.52,1,1.79
LGM_0126,GeoB1903-3,-11.845,-8.675,21.18,-3.66,0.46,3,1.04
LGM_0127,GeoB1905-3,-13.9867,-17.1433,22.32,-0.73,0.29,2,1.3
LGM_0128,GeoB1501-4,-32.0067,-3.6783,24.07,-2.77,0.35,2,1.3
LGM_0134,GeoB2109-1,-45.8817,-27.9117,21.39,-0.41,0.23,4,0.9
LGM_0135,GeoB2116-4,-35.9983,-25.5117,19.69,-3.53,0.78,1,1.75
LGM_0136,GeoB2117-1,-36.6517,-23.0383,22.48,-2.02,0.31,1,1.86
LGM_0137,GeoB2125-1,-39.8633,-20.8233,23.62,-0.78,0.26,2,1.24
LGM_0138,GeoB2202-4,-34.265,-8.1983,26.37,-0.73,0.18,4,0.9
LGM_0139,GeoB2204-2,-34.0217,-8.5283,26.27,-0.84,0.14,2,1.32
LGM_0141,GeoB1413-4,-9.455,-15.68,20.6,-1.85,0.34,2,1.35
LGM_0142,GeoB1417-1,-12.7067,-20.3667,20.64,-1.92,0.23,2,1.29
LGM_0143,GeoB1419-2,-17.0683,-15.5367,21.94,-1.93,0.28,1,1.87
LGM_0144,GeoB2819-1,-38.3433,-30.8483,18.7,-1.72,0.36,1,1.82
LGM_0145,GeoB3104-1,-37.7167,-3.6667,25.97,-1.01,0.36,5,0.83
LGM_0146,GeoB3117-1,-37.0917,-4.295,26.47,-0.65,0.36,7,0.71
LGM_0147,GeoB3175-1,-34.4633,-7.0533,25.53,-1.6,0.2,4,0.93
LGM_0148,GeoB3176-1,-34.4417,-7.0117,25.43,-1.7,0.2,4,0.91
LGM_0149,GeoB1032-3,6.0367,-22.915,16.93,-2.22,0.42,2,1.28
LGM_0150,GeoB1034-3,5.4217,-21.735,16.77,-2.51,0.37,1,1.83
LGM_0151,GeoB1041-3,-7.6,-3.475,17.97,-2.73,0.67,2,1.32
LGM_0152,GeoB3603-2,17.5433,-35.125,16.38,-0.64,0.47,2,1.25
LGM_0153,GeoB3722-2,12.0217,-25.25,16.46,0.56,0.27,4,0.95
LGM_0154,GeoB3801-6,-8.305,-29.5117,18.29,-1.46,0.47,1,1.85
LGM_0155,GeoB3808-6,-14.7117,-30.8117,19.06,-0.53,0.35,1,1.8
LGM_0156,GeoB3813-3,-21.9667,-32.2683,17.71,-1.14,0.46,1,1.83
LGM_0157,GeoB5112-5,-16.2583,-23.825,21.74,-0.67,0.29,1,1.81
LGM_0158,GeoB5115-2,-14.0433,-24.1433,21.55,-0.67,0.25,4,0.88
LGM_0159,GeoB5121-2,-12.0217,-24.1833,21.4,-0.72,0.3,1,1.82
LGM_0160,GeoB5133-3,-10.1917,-19.0867,20.85,-1.38,0.18,1,1.79
LGM_0161,GeoB5140-3,-16.6133,-19.0517,22.71,-0.67,0.38,3,1.06
LGM_0162,V30-40,-23.15,-0.2,20.86,-4.46,0.55,6,0.75
LGM_0163,GIK16772-2,-11.9617,-1.35,18.26,-3.64,0.73,2,1.31
LGM_0164,GIK16867-2,5.1017,-2.2017,19.04,-0.54,0.38,2,1.32
LGM_0165,V25-56,-35.23,-3.55,23.99,-2.98,0.58,13,0.51
LGM_0166,RC24-16,-10.19,-5.038,18.75,-4.04,0.56,5,0.82
LGM_0167,V22-174,-12.82,-10.07,21.12,-3.62,0.44,4,0.89
LGM_0168,RC13-228,11.198,-22.33,11.74,-4.61,0.33,6,0.74
LGM_0169,RC13-229,11.307,-25.49,16.42,-0.28,0.19,4,0.92
LGM_0170,RC11-86,18.45,-35.78,16.41,-0.68,0.47,2,1.27
LGM_0171,RC12-294,-10.1,-37.27,11.67,-2.99,0.45,7,0.7
LGM_0172,RC12-267,-25.78,-38.68,15.31,0.4,0.2,1,1.75
LGM_0438,V 26104,-41.783,-0.083,26.27,-0.73,0.53,2,1.33
LGM_0478,A180 74,-24.167,-0.05,20.31,-5.17,0.2,1,1.81
LGM_0479,A180 76,-26.033,-0.767,22.12,-3.52,0.24,1,1.82
LGM_0480,V 15157,-49.783,-33.167,20.02,-0.23,0.2,1,1.86
LGM_0481,V 16 36,-11.435,-19.368,20.85,-1.56,0.2,1,1.77
LGM_0482,V 18110,-44.7,-53.917,2.22,-0.19,0.01,1,1.78
LGM_0483,V 19240,13.283,-30.583,16.08,-1,0.55,1,1.82
LGM_0484,V 19248,4.833,-24.567,17.21,-2.09,0.26,1,1.8
LGM_0485,V 19281,4.65,-3.317,19.56,0.58,0.34,1,1.82
LGM_0486,V 19283,5.533,-1.283,19.99,0.04,0.29,1,1.81
LGM_0487,V 20212,-10.033,-28.217,20.37,-0.2,0.21,1,1.76
LGM_0488,V 20227,-34.633,-4.233,25.19,-1.85,0.35,1,1.87
LGM_0489,V 20228,-36.417,-2.483,25.39,-1.53,0.26,1,1.82
LGM_0490,V22-38,-34.25,-9.55,26.41,-0.7,0.2,2,1.24
LGM_0491,V 22168,-5.183,-17.467,18.06,-3.27,0.57,1,1.8
LGM_0492,V 22171,-9.333,-13.1,21.53,-1.47,0.35,2,1.32
LGM_0493,V 22172,-9.817,-12.667,21.48,-1.76,0.36,1,1.85
LGM_0494,V22-177,-14.601,-7.75,20.5,-4.86,0.38,2,1.3
LGM_0495,V 22182,-17.267,-0.535,19.86,-4.15,0.69,2,1.23
LGM_0496,V 24221,-2.817,-32.033,16.53,-1.73,0.19,1,1.82
LGM_0497,V 24229,-10.6,-34.45,15.48,-1.53,0.31,1,1.84
LGM_0498,V 24235,-19.55,-33.25,17.71,-0.38,0.13,1,1.84
LGM_0499,V 24237,-26.733,-32.2,17.73,-1.47,0.3,1,1.81
LGM_0500,V 24240,-28.2,-31.733,17.47,-1.95,0.44,1,1.81
LGM_0502,V 26 63,-37.951,-23.952,21.6,-2.45,0.17,1,1.89
LGM_0503,V 26 82,-40.385,-27.751,21.54,-0.73,0.3,1,1.82
LGM_0504,V 27228,11.435,-10.068,21.49,4.32,0.37,1,1.82
LGM_0505,V 27232,7.535,-0.219,20.55,0.58,0.26,1,1.84
LGM_0506,V 27239,-1.502,-7.819,18.54,-3.33,0.63,1,1.83
LGM_0507,RC  8 18,-15.117,-24.067,21.75,-0.54,0.21,1,1.83
LGM_0508,RC 11 21,-35.967,-17.252,23.53,-2.61,0.27,1,1.79
LGM_0509,RC 11 26,-30.051,-28.583,21.25,0.03,0.2,1,1.89
LGM_0510,RC11-86,18.45,-35.78,16.42,-0.67,0.37,1,1.8
LGM_0511,RC 12234,-63.985,-55.135,3.12,-2.6,0.54,1,1.81
LGM_0512,RC 12241,-57.651,-43.467,7.07,-0.34,0.22,1,1.88
LGM_0513,RC 12291,-17.8,-42.584,6.86,-3.67,0.44,1,1.89
LGM_0515,RC 13205,5.183,-2.284,20.48,0.95,0.36,1,1.83
LGM_0516,RC 13210,-10.601,-9.135,21.21,-3.31,0.4,1,1.81
LGM_0517,RC 13227,8.868,-21.869,16.16,-1.84,0.24,1,1.82
LGM_0518,RC 15 93,-13.218,-46.086,5.5,-1.26,0.12,1,1.88
LGM_0519,RC 15 94,-20.851,-42.969,4.71,-5.65,0.6,1,1.86
LGM_0563,RC2408,-11.917,-1.35,17.79,-4.1,0.79,1,1.85
LGM_0564,RC2427,-0.367,-5.417,19.9,-0.02,0.29,1,1.81
LGM_0568,V29144,6.05,-0.2,20.39,0.19,0.36,1,1.81
LGM_0587,GL-1090,-42.51,-24.92,23.45,1.27,0.13,1,1.81
LGM_0591,GL-77,-40.04722,-21.20611,23.19,-0.92,0.22,2,1.25
LGM_0640,GeoB2104-3,-46.373333,-27.285,21.5,0.11,0.18,2,1.26
